time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-04-08 00:00:00+00:00,410,90,52,26
2025-04-09 00:00:00+00:00,972,44,39,26
2025-04-10 00:00:00+00:00,792,44,30,24
2025-04-11 00:00:00+00:00,942,28,31,20
2025-04-12 00:00:00+00:00,390,20,13,7
2025-04-13 00:00:00+00:00,15,11,8,8
2025-04-14 00:00:00+00:00,337,83,62,29
2025-04-15 00:00:00+00:00,184,54,32,21
2025-04-16 00:00:00+00:00,321,73,34,20
2025-04-17 00:00:00+00:00,120,29,28,18
2025-04-18 00:00:00+00:00,97,27,37,12
2025-04-19 00:00:00+00:00,16,11,24,13
2025-04-20 00:00:00+00:00,18,12,20,13
2025-04-21 00:00:00+00:00,385,17,38,20
