referrer,views_total,views_unique
github.com,170,94
Google,22,15
cncf.io,12,7
openfeature.dev,2,2
Bing,1,1
DuckDuckGo,1,1
chatgpt.com,1,1
com.slack,1,1
datadoghq.atlassian.net,1,1
flagd.dev,1,1
