url_path,views_total,views_unique
/open-feature/spec,657,591
/open-feature/spec/tree/main/specification,99,91
/open-feature/spec/blob/main/specification/sections/01-flag-evaluation.md,44,43
/open-feature/spec/commit/cd99c3560a68c1810971be19b87ea803fb9b0b3a,37,11
/open-feature/spec/tree/main/specification/sections,25,23
/open-feature/spec/blob/main/specification/types.md,25,20
/open-feature/spec/blob/main/specification/sections/02-providers.md,20,18
/open-feature/spec/blob/main/specification/glossary.md,18,12
/open-feature/spec/tree/main/tools,17,16
/open-feature/spec/issues/276,16,12
