url_path,views_total,views_unique
/open-feature/spec,215,179
/open-feature/spec/tree/main/specification,57,20
/open-feature/spec/tree/main/tools,26,10
/open-feature/spec/issues/265,20,7
/open-feature/spec/blob/main/specification/sections/02-providers.md,17,6
/open-feature/spec/tree/main/specification/sections,17,5
/open-feature/spec/blob/main/specification/sections/01-flag-evaluation.md,14,6
/open-feature/spec/blob/main/specification/appendix-b-gherkin-suites.md,14,3
/open-feature/spec/blob/main/specification/types.md,13,6
/open-feature/spec/issues,10,5
