url_path,views_total,views_unique
/open-feature/spec,191,159
/open-feature/spec/pull/306,45,20
/open-feature/spec/tree/main/specification,34,28
/open-feature/spec/pull/306/files,15,10
/open-feature/spec/issues,15,5
/open-feature/spec/blob/main/specification/sections/01-flag-evaluation.md,11,8
/open-feature/spec/pulls,10,3
/open-feature/spec/blob/main/specification/types.md,7,6
/open-feature/spec/blob/main/specification/appendix-a-included-utilities.md,6,6
/open-feature/spec/blob/main/specification/sections/02-providers.md,6,5
