url_path,views_total,views_unique
/open-feature/spec,181,158
/open-feature/spec/tree/main/specification,17,15
/open-feature/spec/blob/main/specification/sections/04-hooks.md,11,7
/open-feature/spec/issues,10,10
/open-feature/spec/blob/main/specification/sections/02-providers.md,9,7
/open-feature/spec/releases/tag/v0.8.0,9,6
/open-feature/spec/blob/main/specification/sections/01-flag-evaluation.md,6,6
/open-feature/spec/pulls,6,5
/open-feature/spec/commit/cd99c3560a68c1810971be19b87ea803fb9b0b3a,6,4
/open-feature/spec/blob/main/specification/sections/03-evaluation-context.md,5,5
