time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-03-16 00:00:00+00:00,118,8,6,5
2024-03-17 00:00:00+00:00,63,10,22,10
2024-03-18 00:00:00+00:00,62,12,90,32
2024-03-19 00:00:00+00:00,211,12,112,31
2024-03-20 00:00:00+00:00,56,11,81,36
2024-03-21 00:00:00+00:00,87,10,58,25
2024-03-22 00:00:00+00:00,55,11,62,20
2024-03-23 00:00:00+00:00,50,8,21,11
2024-03-24 00:00:00+00:00,26,8,17,12
2024-03-25 00:00:00+00:00,607,8,135,27
2024-03-26 00:00:00+00:00,186,12,41,22
2024-03-27 00:00:00+00:00,212,28,106,38
2024-03-28 00:00:00+00:00,152,42,97,23
2024-03-29 00:00:00+00:00,147,10,41,17
