referrer,views_total,views_unique
github.com,160,80
Google,33,20
cncf.io,14,10
openfeature.dev,4,4
Bing,2,2
ay2026-27cp.klef.in,1,1
chatgpt.com,1,1
link-app.tbank.ru,1,1
qianwen.com,1,1
search.brave.com,1,1
