referrer,views_total,views_unique
news.ycombinator.com,395,233
github.com,211,72
Google,40,18
cncf.io,22,16
hckrnews.com,12,9
contribute.cncf.io,9,5
hackerweb.app,6,2
openfeature.dev,4,4
hackernews.hn,1,1
hn.premii.com,1,1
