url_path,views_total,views_unique
/open-feature/spec,235,196
/open-feature/spec/tree/main/specification,56,21
/open-feature/spec/tree/main/tools,42,15
/open-feature/spec/blob/main/specification/sections/02-providers.md,31,9
/open-feature/spec/issues/265,27,10
/open-feature/spec/tree/main/tools/repo_parser,22,8
/open-feature/spec/blob/main/specification/sections/01-flag-evaluation.md,18,7
/open-feature/spec/issues,16,11
/open-feature/spec/blob/main/specification/glossary.md,15,8
/open-feature/spec/blob/main/specification/sections/06-tracking.md,15,7
