referrer,views_total,views_unique
github.com,136,46
Google,37,22
cncf.io,10,7
Bing,7,2
contribute.cncf.io,4,3
openfeature.dev,2,1
com.google.android.gm,2,1
open-feature.github.io,1,1
DuckDuckGo,1,1
killercoda.com,1,1
