time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-06-10 00:00:00+00:00,537,244,51,31
2026-06-11 00:00:00+00:00,488,235,37,24
2026-06-12 00:00:00+00:00,466,290,33,24
2026-06-13 00:00:00+00:00,379,158,29,24
2026-06-14 00:00:00+00:00,263,115,32,15
2026-06-15 00:00:00+00:00,336,138,24,8
2026-06-16 00:00:00+00:00,376,175,50,17
2026-06-17 00:00:00+00:00,250,131,31,20
2026-06-18 00:00:00+00:00,845,240,59,24
2026-06-19 00:00:00+00:00,917,331,80,30
2026-06-20 00:00:00+00:00,762,234,20,9
2026-06-21 00:00:00+00:00,1012,208,21,10
2026-06-22 00:00:00+00:00,1529,296,41,18
2026-06-23 00:00:00+00:00,779,268,27,16
