referrer,views_total,views_unique
github.com,132,84
Google,21,16
cncf.io,12,7
DuckDuckGo,7,1
openfeature.dev,3,3
Bing,3,1
chatgpt.com,2,1
copilot.t-tech.team,2,1
b2607f8b0480010000069cd15ac1c6365150b000000000000000001.proxy.googlers.com,1,1
perplexity.ai,1,1
