time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-10-04 00:00:00+00:00,59,18,19,12
2025-10-05 00:00:00+00:00,141,37,18,11
2025-10-06 00:00:00+00:00,123,52,43,32
2025-10-07 00:00:00+00:00,253,60,26,15
2025-10-08 00:00:00+00:00,570,101,36,17
2025-10-09 00:00:00+00:00,298,71,46,19
2025-10-10 00:00:00+00:00,73,24,36,19
2025-10-11 00:00:00+00:00,31,20,6,5
2025-10-12 00:00:00+00:00,50,45,9,9
2025-10-13 00:00:00+00:00,332,73,41,23
2025-10-14 00:00:00+00:00,223,81,60,35
2025-10-15 00:00:00+00:00,278,62,35,25
2025-10-16 00:00:00+00:00,190,95,30,23
2025-10-17 00:00:00+00:00,144,24,90,22
