url_path,views_total,views_unique
/open-feature/spec,177,150
/open-feature/spec/pull/268,73,17
/open-feature/spec/tree/main/specification,64,22
/open-feature/spec/blob/main/specification/appendix-a-included-utilities.md,22,9
/open-feature/spec/pull/269,22,8
/open-feature/spec/tree/main/tools,20,9
/open-feature/spec/pull/268/files,20,7
/open-feature/spec/blob/main/specification/glossary.md,16,6
/open-feature/spec/blob/80ceaa0465ac17ad88856550f284a93e36a7f382/specification/sections/02-providers.md,16,2
/open-feature/spec/pulls,15,7
