referrer,views_total,views_unique
github.com,106,33
Google,39,16
cncf.io,12,9
future-architect.github.io,11,2
open-feature.github.io,9,2
abema.esa.io,6,1
contribute.cncf.io,5,3
openfeature.dev,5,2
yandex.ru,3,1
news.ycombinator.com,2,1
