url_path,views_total,views_unique
/open-feature/spec,172,141
/open-feature/spec/pull/268,63,19
/open-feature/spec/tree/main/specification,37,11
/open-feature/spec/pull/268/files,26,11
/open-feature/spec/blob/main/specification/sections/03-evaluation-context.md,25,6
/open-feature/spec/tree/main/specification/sections,17,6
/open-feature/spec/blob/main/specification/types.md,17,5
/open-feature/spec/blob/main/specification/sections/01-flag-evaluation.md,11,5
/open-feature/spec/blob/main/specification.json,11,3
/open-feature/spec/pull/269,10,5
