referrer,views_total,views_unique
github.com,137,29
Google,52,27
openfeature.dev,26,5
cncf.io,24,14
contribute.cncf.io,6,2
mail.google.com,5,2
v2ex.com,4,1
statics.teams.cdn.office.net,3,3
desflow.nyc.deshaw.com,2,1
harness.io,2,1
