time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-07-12 00:00:00+00:00,54,23,24,9
2025-07-13 00:00:00+00:00,33,16,12,6
2025-07-14 00:00:00+00:00,139,54,36,21
2025-07-15 00:00:00+00:00,397,96,55,25
2025-07-16 00:00:00+00:00,535,39,44,22
2025-07-17 00:00:00+00:00,128,43,40,21
2025-07-18 00:00:00+00:00,54,20,25,16
2025-07-19 00:00:00+00:00,62,27,11,6
2025-07-20 00:00:00+00:00,27,17,10,8
2025-07-21 00:00:00+00:00,567,156,60,26
2025-07-22 00:00:00+00:00,253,21,134,17
2025-07-23 00:00:00+00:00,135,40,52,23
2025-07-24 00:00:00+00:00,121,30,39,14
2025-07-25 00:00:00+00:00,72,9,28,18
