referrer,views_total,views_unique
github.com,119,25
Google,32,19
cncf.io,14,10
openfeature.dev,5,2
Bing,2,2
future-architect.github.io,2,1
mail.google.com,1,1
chatgpt.com,1,1
youtube.com,1,1
contribute.cncf.io,1,1
