time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-12-15 00:00:00+00:00,18.0,5.0,7,5
2024-12-16 00:00:00+00:00,91.0,5.0,61,36
2024-12-17 00:00:00+00:00,254.0,6.0,44,24
2024-12-18 00:00:00+00:00,238.0,17.0,67,26
2024-12-19 00:00:00+00:00,96.0,8.0,67,42
2024-12-20 00:00:00+00:00,42.0,7.0,53,19
2024-12-21 00:00:00+00:00,45.0,3.0,7,5
2024-12-22 00:00:00+00:00,279.0,6.0,12,9
2024-12-23 00:00:00+00:00,123.0,5.0,41,23
2024-12-24 00:00:00+00:00,164.0,4.0,38,18
2024-12-25 00:00:00+00:00,66.0,3.0,13,11
2024-12-26 00:00:00+00:00,52.0,4.0,25,13
2024-12-27 00:00:00+00:00,793.0,8.0,26,15
2024-12-28 00:00:00+00:00,,,9,5
