referrer,views_total,views_unique
github.com,75,32
Google,34,17
openfeature.dev,15,4
cncf.io,14,8
contribute.cncf.io,14,4
search.brave.com,10,2
DuckDuckGo,8,3
chatgpt.com,6,2
mail.google.com,3,1
unduck.link,3,1
