time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-01-23 00:00:00+00:00,83,10,111,44
2024-01-24 00:00:00+00:00,275,20,100,47
2024-01-25 00:00:00+00:00,170,22,112,24
2024-01-26 00:00:00+00:00,292,21,243,28
2024-01-27 00:00:00+00:00,89,12,14,9
2024-01-28 00:00:00+00:00,57,9,28,13
2024-01-29 00:00:00+00:00,303,10,76,26
2024-01-30 00:00:00+00:00,837,12,107,36
2024-01-31 00:00:00+00:00,372,15,133,31
2024-02-01 00:00:00+00:00,236,15,133,39
2024-02-02 00:00:00+00:00,78,23,118,38
2024-02-03 00:00:00+00:00,43,13,80,13
2024-02-04 00:00:00+00:00,27,11,40,21
2024-02-05 00:00:00+00:00,147,13,63,32
