url_path,views_total,views_unique
/open-feature/spec,137,116
/open-feature/spec/issues,14,9
/open-feature/spec/pull/287,12,5
/open-feature/spec/pulls,10,5
/open-feature/spec/tree/main/specification,7,7
/open-feature/spec/blob/main/specification/sections/02-providers.md,5,3
/open-feature/spec/blob/main/specification/sections/03-evaluation-context.md,5,3
/open-feature/spec/blob/main/specification/appendix-a-included-utilities.md,5,2
/open-feature/spec/pull/273,5,1
/open-feature/spec/releases/tag/v0.8.0,4,4
