referrer,views_total,views_unique
github.com,72,42
Google,41,10
cncf.io,17,15
DuckDuckGo,12,1
openfeature.dev,9,6
contribute.cncf.io,7,3
future-architect.github.io,7,3
open-feature.github.io,1,1
t.co,1,1
karpenter.sh,1,1
