url_path,views_total,views_unique
/open-feature/spec,171,155
/open-feature/spec/tree/main/specification,60,23
/open-feature/spec/blob/main/specification/sections/01-flag-evaluation.md,24,10
/open-feature/spec/blob/main/specification/sections/02-providers.md,21,9
/open-feature/spec/blob/main/specification/sections/03-evaluation-context.md,21,4
/open-feature/spec/blob/main/specification/types.md,18,5
/open-feature/spec/tree/main/specification/sections,17,6
/open-feature/spec/blob/main/specification/glossary.md,12,4
/open-feature/spec/tree/main/tools,11,5
/open-feature/spec/blob/main/specification.json,6,3
