time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-02-21 00:00:00+00:00,445,73,21,12
2026-02-22 00:00:00+00:00,342,84,27,14
2026-02-23 00:00:00+00:00,375,169,61,34
2026-02-24 00:00:00+00:00,272,109,44,27
2026-02-25 00:00:00+00:00,441,176,122,38
2026-02-26 00:00:00+00:00,257,121,115,35
2026-02-27 00:00:00+00:00,125,48,48,31
2026-02-28 00:00:00+00:00,84,30,11,7
2026-03-01 00:00:00+00:00,108,90,30,14
2026-03-02 00:00:00+00:00,322,85,49,20
2026-03-03 00:00:00+00:00,213,105,42,21
2026-03-04 00:00:00+00:00,798,85,58,32
2026-03-05 00:00:00+00:00,259,63,27,19
2026-03-06 00:00:00+00:00,194,58,27,19
