referrer,views_total,views_unique
github.com,175,93
Google,24,16
cncf.io,12,7
openfeature.dev,3,3
Bing,1,1
DuckDuckGo,1,1
chatgpt.com,1,1
com.slack,1,1
datadoghq.atlassian.net,1,1
flagd.dev,1,1
