referrer,views_total,views_unique
Google,114,23
github.com,74,26
cncf.io,32,13
openfeature.dev,13,3
statics.teams.cdn.office.net,10,3
Bing,2,1
t.co,1,1
future-architect.github.io,1,1
search.brave.com,1,1
flagd.dev,1,1
