referrer,views_total,views_unique
news.ycombinator.com,431,254
github.com,224,78
Google,46,21
cncf.io,21,19
hckrnews.com,12,9
hackerweb.app,6,2
openfeature.dev,5,5
contribute.cncf.io,5,3
flagd.dev,5,1
future-architect.github.io,4,1
