referrer,views_total,views_unique
github.com,39,20
Google,20,11
cncf.io,11,9
landscape.cncf.io,6,1
openfeature.dev,2,2
yandex.ru,2,1
api.daily.dev,1,1
cnblogs.com,1,1
kagi.com,1,1
search.brave.com,1,1
