time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-07-22 00:00:00+00:00,109,5,25,14
2024-07-23 00:00:00+00:00,487,5,45,22
2024-07-24 00:00:00+00:00,283,8,86,29
2024-07-25 00:00:00+00:00,211,5,26,19
2024-07-26 00:00:00+00:00,116,5,26,21
2024-07-27 00:00:00+00:00,20,4,46,14
2024-07-28 00:00:00+00:00,190,3,11,3
2024-07-29 00:00:00+00:00,57,6,44,19
2024-07-30 00:00:00+00:00,84,3,26,15
2024-07-31 00:00:00+00:00,34,4,61,24
2024-08-01 00:00:00+00:00,24,3,57,17
2024-08-02 00:00:00+00:00,203,4,24,14
2024-08-03 00:00:00+00:00,41,3,14,9
2024-08-04 00:00:00+00:00,23,1,6,4
