time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-05-17 00:00:00+00:00,511,152,32,18
2026-05-18 00:00:00+00:00,193,102,76,23
2026-05-19 00:00:00+00:00,336,120,21,16
2026-05-20 00:00:00+00:00,530,134,21,16
2026-05-21 00:00:00+00:00,413,146,23,18
2026-05-22 00:00:00+00:00,473,134,32,18
2026-05-23 00:00:00+00:00,626,188,13,8
2026-05-24 00:00:00+00:00,410,142,16,14
2026-05-25 00:00:00+00:00,520,81,59,18
2026-05-26 00:00:00+00:00,539,164,34,17
2026-05-27 00:00:00+00:00,347,107,77,40
2026-05-28 00:00:00+00:00,413,146,58,32
2026-05-29 00:00:00+00:00,577,107,24,18
2026-05-30 00:00:00+00:00,185,43,17,16
