url_path,views_total,views_unique
/open-feature/spec,256,193
/open-feature/spec/pull/245,108,19
/open-feature/spec/tree/main/specification,95,23
/open-feature/spec/blob/main/specification/sections/01-flag-evaluation.md,44,11
/open-feature/spec/pull/245/files,36,13
/open-feature/spec/blob/main/specification/types.md,28,6
/open-feature/spec/blob/main/specification/sections/02-providers.md,24,8
/open-feature/spec/blob/main/specification/sections/04-hooks.md,23,5
/open-feature/spec/commits/main,20,6
/open-feature/spec/pulls,19,9
