referrer,views_total,views_unique
github.com,243,89
Google,37,20
cncf.io,21,15
chatgpt.com,8,3
openfeature.dev,5,5
Bing,2,2
link-app.tbank.ru,2,2
ay2026-27cp.klef.in,1,1
qianwen.com,1,1
