time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-01-21 00:00:00+00:00,974,141,14,12
2026-01-22 00:00:00+00:00,2013,174,41,28
2026-01-23 00:00:00+00:00,646,115,81,25
2026-01-24 00:00:00+00:00,135,45,22,11
2026-01-25 00:00:00+00:00,479,145,27,12
2026-01-26 00:00:00+00:00,503,164,65,27
2026-01-27 00:00:00+00:00,310,120,24,19
2026-01-28 00:00:00+00:00,577,158,72,20
2026-01-29 00:00:00+00:00,797,175,45,26
2026-01-30 00:00:00+00:00,746,95,18,12
2026-01-31 00:00:00+00:00,739,88,9,7
2026-02-01 00:00:00+00:00,543,134,20,13
2026-02-02 00:00:00+00:00,648,212,54,24
2026-02-03 00:00:00+00:00,562,242,55,21
