url_path,views_total,views_unique
/open-feature/spec,198,156
/open-feature/spec/tree/main/specification,37,28
/open-feature/spec/blob/main/specification/sections/01-flag-evaluation.md,12,9
/open-feature/spec/blob/main/specification/glossary.md,11,10
/open-feature/spec/issues,11,10
/open-feature/spec/blob/main/specification/sections/02-providers.md,11,7
/open-feature/spec/pulls,11,6
/open-feature/spec/issues/359,10,5
/open-feature/spec/tree/main/specification/sections,9,7
/open-feature/spec/pull/360,8,2
