referrer,views_total,views_unique
github.com,147,31
Google,70,31
cncf.io,47,12
gist.github.com,19,1
DuckDuckGo,4,2
v2ex.com,4,1
contribute.cncf.io,2,2
statics.teams.cdn.office.net,2,2
mail.google.com,2,1
ninjavan-tech.atlassian.net,1,1
