referrer,views_total,views_unique
github.com,111,29
Google,28,18
statics.teams.cdn.office.net,21,1
flagd.dev,20,1
cncf.io,12,8
contribute.cncf.io,6,2
openfeature.dev,5,3
open-feature.github.io,5,3
Bing,2,2
github.dev,2,1
