time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-06-11 00:00:00+00:00,70,23,99,24
2024-06-12 00:00:00+00:00,82,22,61,20
2024-06-13 00:00:00+00:00,159,16,42,20
2024-06-14 00:00:00+00:00,191,16,55,19
2024-06-15 00:00:00+00:00,69,4,17,5
2024-06-16 00:00:00+00:00,126,4,9,4
2024-06-17 00:00:00+00:00,225,21,102,24
2024-06-18 00:00:00+00:00,517,25,61,33
2024-06-19 00:00:00+00:00,384,68,74,18
2024-06-20 00:00:00+00:00,285,49,64,20
2024-06-21 00:00:00+00:00,100,13,56,19
2024-06-22 00:00:00+00:00,130,7,21,8
2024-06-23 00:00:00+00:00,6,3,54,13
2024-06-24 00:00:00+00:00,134,4,51,23
