url_path,views_total,views_unique
/open-feature/spec,201,158
/open-feature/spec/tree/main/specification,27,24
/open-feature/spec/issues,12,9
/open-feature/spec/issues/359,10,6
/open-feature/spec/blob/main/specification/glossary.md,9,8
/open-feature/spec/pulls,9,6
/open-feature/spec/blob/main/specification/sections/02-providers.md,9,5
/open-feature/spec/tree/e33a15e92bd0e45f0de087e7e55ee7e87f952c29,9,2
/open-feature/spec/releases/tag/v0.8.0,8,8
/open-feature/spec/blob/main/specification/sections/01-flag-evaluation.md,8,5
