referrer,views_total,views_unique
Google,63,25
github.com,60,28
cncf.io,26,14
openfeature.dev,12,3
contribute.cncf.io,2,2
npmjs.com,1,1
Bing,1,1
news.ycombinator.com,1,1
chatgpt.com,1,1
