referrer,views_total,views_unique
Google,76,30
github.com,61,23
cncf.io,10,10
Bing,10,2
contribute.cncf.io,6,4
flagd.dev,6,2
DuckDuckGo,4,3
openfeature.dev,2,1
getunleash.io,1,1
chatgpt.com,1,1
