referrer,views_total,views_unique
github.com,94,26
Google,31,15
Bing,10,2
cncf.io,8,8
openfeature.dev,4,3
DuckDuckGo,3,2
flagd.dev,3,2
contribute.cncf.io,2,2
chatgpt.com,1,1
statics.teams.cdn.office.net,1,1
