time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-06-28 00:00:00+00:00,101,5,30,18
2024-06-29 00:00:00+00:00,178,5,15,7
2024-06-30 00:00:00+00:00,7,5,17,5
2024-07-01 00:00:00+00:00,30,5,53,17
2024-07-02 00:00:00+00:00,217,6,56,25
2024-07-03 00:00:00+00:00,196,3,94,32
2024-07-04 00:00:00+00:00,235,6,98,29
2024-07-05 00:00:00+00:00,80,3,24,12
2024-07-06 00:00:00+00:00,196,7,16,6
2024-07-07 00:00:00+00:00,16,3,11,7
2024-07-08 00:00:00+00:00,545,3,29,21
2024-07-09 00:00:00+00:00,158,4,66,15
2024-07-10 00:00:00+00:00,224,4,36,25
2024-07-11 00:00:00+00:00,324,5,36,23
