referrer,views_total,views_unique
github.com,281,34
Google,36,20
cncf.io,12,12
wenote.huawei.com,10,1
openfeature.dev,5,3
contribute.cncf.io,2,1
landscape.cncf.io,1,1
com.google.android.gm,1,1
