referrer,views_total,views_unique
github.com,114,40
Google,58,28
openfeature.dev,12,8
cncf.io,11,8
open-feature.github.io,5,2
yuque.antfin.com,3,2
Bing,3,1
com.slack,2,1
DuckDuckGo,1,1
link.gitcode.com,1,1
