url_path,views_total,views_unique
/open-feature/spec,216,180
/open-feature/spec/tree/main/specification,68,25
/open-feature/spec/tree/main/tools,24,9
/open-feature/spec/issues/265,20,7
/open-feature/spec/blob/main/specification/sections/02-providers.md,19,8
/open-feature/spec/blob/main/specification/sections/01-flag-evaluation.md,18,8
/open-feature/spec/tree/main/specification/sections,18,5
/open-feature/spec/blob/main/specification/appendix-b-gherkin-suites.md,14,3
/open-feature/spec/issues,12,7
/open-feature/spec/blob/main/specification/types.md,11,5
