referrer,views_total,views_unique
github.com,111,36
Google,41,23
openfeature.dev,5,5
search.brave.com,5,1
cncf.io,4,3
cnblogs.com,1,1
news.ycombinator.com,1,1
servicetitan.atlassian.net,1,1
