referrer,views_total,views_unique
github.com,60,21
Google,51,20
cncf.io,10,8
dt-rnd.atlassian.net,5,2
contribute.cncf.io,4,3
pkg.go.dev,3,2
chatgpt.com,3,1
unduck.link,3,1
Bing,2,2
openfeature.dev,2,1
