referrer,views_total,views_unique
github.com,254,36
Google,83,24
cncf.io,34,15
openfeature.dev,7,3
mail.google.com,5,2
pkg.go.dev,2,1
open-feature.github.io,1,1
youtube.com,1,1
excel.officeapps.live.com,1,1
contribute.cncf.io,1,1
