url_path,views_total,views_unique
/open-feature/spec,255,199
/open-feature/spec/tree/main/specification,72,25
/open-feature/spec/commits/main,32,2
/open-feature/spec/blob/main/specification/sections/01-flag-evaluation.md,25,10
/open-feature/spec/blob/main/specification/types.md,22,8
/open-feature/spec/pulls,20,8
/open-feature/spec/issues,17,9
/open-feature/spec/blob/main/specification/sections/02-providers.md,16,6
/open-feature/spec/tree/main/specification/sections,15,6
/open-feature/spec/issues/180,12,9
