referrer,views_total,views_unique
github.com,224,29
Google,31,16
openfeature.dev,16,4
cncf.io,10,9
mail.google.com,5,2
landscape.cncf.io,2,2
contribute.cncf.io,2,1
open-feature.github.io,1,1
