referrer,views_total,views_unique
github.com,144,37
Google,30,19
cncf.io,10,7
Bing,7,2
openfeature.dev,6,2
contribute.cncf.io,4,3
Yahoo,2,1
open-feature.github.io,1,1
killercoda.com,1,1
gist.github.com,1,1
