referrer,views_total,views_unique
github.com,110,50
Google,54,23
openfeature.dev,9,5
cncf.io,6,6
Bing,3,1
com.slack,2,1
open-feature.github.io,2,1
DuckDuckGo,1,1
chatgpt.com,1,1
link.gitcode.com,1,1
