referrer,views_total,views_unique
github.com,75,18
Google,35,16
cncf.io,10,7
confluence-dc.paloaltonetworks.com,9,1
openfeature.dev,5,5
Bing,3,2
contribute.cncf.io,2,2
Yahoo,2,1
open-feature.github.io,1,1
goodfirstissues.com,1,1
