time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-09-17 00:00:00+00:00,161,69,45,21
2025-09-18 00:00:00+00:00,220,29,35,24
2025-09-19 00:00:00+00:00,492,39,11,11
2025-09-20 00:00:00+00:00,122,30,8,5
2025-09-21 00:00:00+00:00,154,29,12,10
2025-09-22 00:00:00+00:00,250,89,37,17
2025-09-23 00:00:00+00:00,280,116,39,22
2025-09-24 00:00:00+00:00,160,85,39,20
2025-09-25 00:00:00+00:00,600,85,138,29
2025-09-26 00:00:00+00:00,288,38,25,19
2025-09-27 00:00:00+00:00,16,13,6,5
2025-09-28 00:00:00+00:00,128,111,20,15
2025-09-29 00:00:00+00:00,352,97,47,19
2025-09-30 00:00:00+00:00,469,149,104,33
