url_path,views_total,views_unique
/open-feature/spec,254,184
/open-feature/spec/pull/245,126,12
/open-feature/spec/tree/main/specification,60,22
/open-feature/spec/pull/241,53,18
/open-feature/spec/pull/245/files,47,7
/open-feature/spec/blob/main/specification/sections/01-flag-evaluation.md,41,8
/open-feature/spec/pull/246,37,10
/open-feature/spec/pulls,32,10
/open-feature/spec/blob/main/specification/sections/02-providers.md,20,6
/open-feature/spec/blob/main/specification/sections/04-hooks.md,18,5
