referrer,views_total,views_unique
github.com,98,30
Google,52,24
cncf.io,19,13
contribute.cncf.io,6,4
openfeature.dev,4,4
npmjs.com,1,1
com.google.android.gm,1,1
mail.google.com,1,1
yandex.by,1,1
