time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-05-06 00:00:00+00:00,147,37,29,22
2025-05-07 00:00:00+00:00,113,32,53,22
2025-05-08 00:00:00+00:00,819,18,32,18
2025-05-09 00:00:00+00:00,181,20,36,18
2025-05-10 00:00:00+00:00,50,23,11,8
2025-05-11 00:00:00+00:00,19,11,11,10
2025-05-12 00:00:00+00:00,585,44,43,20
2025-05-13 00:00:00+00:00,143,62,71,35
2025-05-14 00:00:00+00:00,273,141,48,28
2025-05-15 00:00:00+00:00,388,202,44,24
2025-05-16 00:00:00+00:00,245,100,14,9
2025-05-17 00:00:00+00:00,37,19,27,6
2025-05-18 00:00:00+00:00,12,8,18,11
2025-05-19 00:00:00+00:00,146,65,33,19
