time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-11-05 00:00:00+00:00,355,240,44,30
2025-11-06 00:00:00+00:00,547,273,55,23
2025-11-07 00:00:00+00:00,310,200,16,15
2025-11-08 00:00:00+00:00,307,201,12,9
2025-11-09 00:00:00+00:00,284,233,13,12
2025-11-10 00:00:00+00:00,351,273,60,32
2025-11-11 00:00:00+00:00,494,246,44,20
2025-11-12 00:00:00+00:00,398,272,62,23
2025-11-13 00:00:00+00:00,288,194,168,50
2025-11-14 00:00:00+00:00,212,27,49,29
2025-11-15 00:00:00+00:00,213,25,12,9
2025-11-16 00:00:00+00:00,144,85,25,18
2025-11-17 00:00:00+00:00,414,81,65,28
2025-11-18 00:00:00+00:00,688,114,43,26
