referrer,views_total,views_unique
github.com,103,53
Google,12,8
cncf.io,3,3
DuckDuckGo,2,2
openfeature.dev,2,2
npmjs.com,2,1
open-feature.github.io,2,1
confluence.nz.service.anz,1,1
pkg.go.dev,1,1
