url_path,views_total,views_unique
/open-feature/spec,292,237
/open-feature/spec/tree/main/specification,81,28
/open-feature/spec/blob/main/specification/sections/01-flag-evaluation.md,34,14
/open-feature/spec/commits/main,32,2
/open-feature/spec/tree/github-repo-stats/open-feature/spec,26,6
/open-feature/spec/tree/main/specification/sections,24,10
/open-feature/spec/blob/main/specification/types.md,23,8
/open-feature/spec/pulls,22,10
/open-feature/spec/blob/main/specification/sections/02-providers.md,22,8
/open-feature/spec/blob/main/specification/sections/04-hooks.md,22,7
