referrer,views_total,views_unique
github.com,211,75
Google,31,20
cncf.io,7,7
Bing,2,2
chatgpt.com,2,1
ay2026-27cp.klef.in,1,1
landscape.cncf.io,1,1
link-app.tbank.ru,1,1
openfeature.dev,1,1
search.brave.com,1,1
